Date,Invoice ID,City,Customer type,Gender,Product line,Unit price,Quantity,Tax 5%,Total,Payment,cogs,gross margin percentage,gross income,Rating
10-11-2019,641-43-2399,Mandalay,Normal,Male,Home and lifestyle,25.55,4.00,5.11,107.31,Ewallet,102.20,4.76,5.11,5.7
11-11-2019,831-07-6050,Yangon,Normal,Male,Electronic accessories,32.71,5.00,8.18,171.73,Credit card,163.55,4.76,8.18,9.9
12-11-2019,556-86-3144,Naypyitaw,Member,Female,Fashion accessories,74.29,1.00,3.71,78.00,Cash,74.29,4.76,3.71,5.0
13-11-2019,848-24-9445,Naypyitaw,Member,Male,Health and beauty,43.70,2.00,4.37,91.77,Cash,87.40,4.76,4.37,4.9
14-11-2019,856-22-8149,Yangon,Normal,Female,Home and lifestyle,25.29,1.00,1.26,26.55,Ewallet,25.29,4.76,1.26,6.1
15-11-2019,699-01-4164,Naypyitaw,Normal,Male,Health and beauty,41.50,4.00,8.30,174.30,Credit card,166.00,4.76,8.30,8.2
16-11-2019,420-11-4919,Naypyitaw,Member,Female,Food and beverages,71.39,5.00,17.85,374.80,Credit card,356.95,4.76,17.85,5.5
17-11-2019,606-80-4905,Naypyitaw,Member,Female,Sports and travel,19.15,6.00,5.75,120.65,Credit card,114.90,4.76,5.75,6.8
18-11-2019,542-41-0513,Mandalay,Member,Female,Electronic accessories,57.49,4.00,11.50,241.46,Cash,229.96,4.76,11.50,6.6
19-11-2019,426-39-2418,Naypyitaw,Normal,Male,Electronic accessories,61.41,7.00,21.49,451.36,Cash,429.87,4.76,21.49,9.8
20-11-2019,875-46-5808,Mandalay,Member,Male,Health and beauty,25.90,10.00,12.95,271.95,Ewallet,259.00,4.76,12.95,8.7
21-11-2019,394-43-4238,Mandalay,Member,Male,Home and lifestyle,17.77,5.00,4.44,93.29,Credit card,88.85,4.76,4.44,5.4
22-11-2019,749-24-1565,Yangon,Normal,Female,Health and beauty,23.03,9.00,10.36,217.63,Ewallet,207.27,4.76,10.36,7.9
23-11-2019,672-51-8681,Naypyitaw,Member,Female,Electronic accessories,66.65,9.00,29.99,629.84,Credit card,599.85,4.76,29.99,9.7
24-11-2019,263-87-5680,Naypyitaw,Member,Female,Home and lifestyle,28.53,10.00,14.27,299.57,Ewallet,285.30,4.76,14.27,7.8
25-11-2019,573-58-9734,Mandalay,Normal,Female,Fashion accessories,30.37,3.00,4.56,95.67,Ewallet,91.11,4.76,4.56,5.1
26-11-2019,817-69-8206,Mandalay,Normal,Female,Electronic accessories,99.73,9.00,44.88,942.45,Credit card,897.57,4.76,44.88,6.5
27-11-2019,888-02-0338,Yangon,Normal,Male,Electronic accessories,26.23,9.00,11.80,247.87,Ewallet,236.07,4.76,11.80,5.9
28-11-2019,677-11-0152,Naypyitaw,Normal,Female,Food and beverages,93.26,9.00,41.97,881.31,Cash,839.34,4.76,41.97,8.8
29-11-2019,142-63-6033,Mandalay,Normal,Male,Home and lifestyle,92.36,5.00,23.09,484.89,Ewallet,461.80,4.76,23.09,4.9
30-11-2019,656-16-1063,Mandalay,Normal,Male,Sports and travel,46.42,3.00,6.96,146.22,Credit card,139.26,4.76,6.96,4.4
01-12-2019,891-58-8335,Mandalay,Member,Female,Sports and travel,29.61,7.00,10.36,217.63,Cash,207.27,4.76,10.36,6.5
02-12-2019,802-43-8934,Yangon,Normal,Male,Home and lifestyle,18.28,1.00,0.91,19.19,Credit card,18.28,4.76,0.91,8.3
03-12-2019,560-30-5617,Mandalay,Normal,Female,Sports and travel,24.77,5.00,6.19,130.04,Cash,123.85,4.76,6.19,8.5
04-12-2019,319-74-2561,Yangon,Member,Female,Electronic accessories,94.64,3.00,14.20,298.12,Cash,283.92,4.76,14.20,5.5
05-12-2019,549-03-9315,Mandalay,Normal,Male,Fashion accessories,94.87,8.00,37.95,796.91,Ewallet,758.96,4.76,37.95,8.7
06-12-2019,790-29-1172,Mandalay,Normal,Female,Food and beverages,57.34,3.00,8.60,180.62,Credit card,172.02,4.76,8.60,7.9
07-12-2019,239-36-3640,Mandalay,Normal,Male,Electronic accessories,45.35,6.00,13.61,285.71,Ewallet,272.10,4.76,13.61,6.1
08-12-2019,468-01-2051,Mandalay,Normal,Male,Food and beverages,62.08,7.00,21.73,456.29,Ewallet,434.56,4.76,21.73,5.4
09-12-2019,389-25-3394,Naypyitaw,Normal,Male,Electronic accessories,11.81,5.00,2.95,62.00,Cash,59.05,4.76,2.95,9.4
10-12-2019,279-62-1445,Naypyitaw,Member,Female,Fashion accessories,12.54,1.00,0.63,13.17,Cash,12.54,4.76,0.63,8.2
11-12-2019,213-72-6612,Yangon,Normal,Male,Food and beverages,43.25,2.00,4.33,90.83,Cash,86.50,4.76,4.33,6.2
12-12-2019,746-68-6593,Naypyitaw,Member,Female,Sports and travel,87.16,2.00,8.72,183.04,Credit card,174.32,4.76,8.72,9.7
13-12-2019,836-82-5858,Mandalay,Member,Male,Health and beauty,69.37,9.00,31.22,655.55,Ewallet,624.33,4.76,31.22,4.0
14-12-2019,583-72-1480,Naypyitaw,Member,Male,Electronic accessories,37.06,4.00,7.41,155.65,Ewallet,148.24,4.76,7.41,9.7
15-12-2019,466-61-5506,Mandalay,Member,Female,Electronic accessories,90.70,6.00,27.21,571.41,Cash,544.20,4.76,27.21,5.3
16-12-2019,721-86-6247,Yangon,Normal,Female,Home and lifestyle,63.42,8.00,25.37,532.73,Ewallet,507.36,4.76,25.37,7.4
17-12-2019,289-65-5721,Mandalay,Normal,Female,Fashion accessories,81.37,2.00,8.14,170.88,Cash,162.74,4.76,8.14,6.5
18-12-2019,545-46-3100,Mandalay,Member,Female,Electronic accessories,10.59,3.00,1.59,33.36,Credit card,31.77,4.76,1.59,8.7
19-12-2019,418-02-5978,Mandalay,Normal,Female,Health and beauty,84.09,9.00,37.84,794.65,Cash,756.81,4.76,37.84,8.0
20-12-2019,269-04-5750,Mandalay,Member,Male,Fashion accessories,73.82,4.00,14.76,310.04,Cash,295.28,4.76,14.76,6.7
21-12-2019,157-13-5295,Yangon,Member,Male,Health and beauty,51.94,10.00,25.97,545.37,Ewallet,519.40,4.76,25.97,6.5
22-12-2019,645-78-8093,Yangon,Normal,Female,Sports and travel,93.14,2.00,9.31,195.59,Ewallet,186.28,4.76,9.31,4.1
23-12-2019,211-30-9270,Naypyitaw,Normal,Male,Health and beauty,17.41,5.00,4.35,91.40,Credit card,87.05,4.76,4.35,4.9
24-12-2019,755-12-3214,Naypyitaw,Member,Female,Fashion accessories,44.22,5.00,11.06,232.16,Credit card,221.10,4.76,11.06,8.6
25-12-2019,346-84-3103,Mandalay,Member,Female,Electronic accessories,13.22,5.00,3.31,69.41,Cash,66.10,4.76,3.31,4.3
26-12-2019,478-06-7835,Yangon,Normal,Male,Fashion accessories,89.69,1.00,4.48,94.17,Ewallet,89.69,4.76,4.48,4.9
27-12-2019,540-11-4336,Yangon,Normal,Male,Food and beverages,24.94,9.00,11.22,235.68,Credit card,224.46,4.76,11.22,5.6
28-12-2019,448-81-5016,Yangon,Normal,Male,Health and beauty,59.77,2.00,5.98,125.52,Credit card,119.54,4.76,5.98,5.8
29-12-2019,142-72-4741,Naypyitaw,Member,Male,Fashion accessories,93.20,2.00,9.32,195.72,Credit card,186.40,4.76,9.32,6.0
30-12-2019,217-58-1179,Yangon,Member,Male,Home and lifestyle,62.65,4.00,12.53,263.13,Cash,250.60,4.76,12.53,4.2
31-12-2019,376-02-8238,Mandalay,Normal,Male,Home and lifestyle,93.87,8.00,37.55,788.51,Credit card,750.96,4.76,37.55,8.3
01-01-2020,530-90-9855,Yangon,Member,Male,Home and lifestyle,47.59,8.00,19.04,399.76,Cash,380.72,4.76,19.04,5.7
02-01-2020,866-05-7563,Mandalay,Member,Female,Electronic accessories,81.40,3.00,12.21,256.41,Cash,244.20,4.76,12.21,4.8
03-01-2020,604-70-6476,Yangon,Member,Male,Fashion accessories,17.94,5.00,4.49,94.19,Ewallet,89.70,4.76,4.49,6.8
04-01-2020,799-71-1548,Yangon,Member,Male,Electronic accessories,77.72,4.00,15.54,326.42,Credit card,310.88,4.76,15.54,8.8
05-01-2020,785-13-7708,Mandalay,Normal,Male,Food and beverages,73.06,7.00,25.57,536.99,Credit card,511.42,4.76,25.57,4.2
06-01-2020,845-51-0542,Mandalay,Member,Male,Food and beverages,46.55,9.00,20.95,439.90,Ewallet,418.95,4.76,20.95,6.4
07-01-2020,662-47-5456,Naypyitaw,Member,Male,Fashion accessories,35.19,10.00,17.60,369.50,Credit card,351.90,4.76,17.60,8.4
08-01-2020,883-17-4236,Naypyitaw,Normal,Female,Sports and travel,14.39,2.00,1.44,30.22,Credit card,28.78,4.76,1.44,7.2
09-01-2020,290-68-2984,Yangon,Normal,Male,Home and lifestyle,23.75,4.00,4.75,99.75,Cash,95.00,4.76,4.75,5.2
10-01-2020,704-11-6354,Yangon,Member,Male,Home and lifestyle,58.90,8.00,23.56,494.76,Cash,471.20,4.76,23.56,8.9
11-01-2020,110-48-7033,Mandalay,Member,Male,Fashion accessories,32.62,4.00,6.52,137.00,Cash,130.48,4.76,6.52,9.0
12-01-2020,366-93-0948,Yangon,Member,Male,Electronic accessories,66.35,1.00,3.32,69.67,Credit card,66.35,4.76,3.32,9.7
13-01-2020,729-09-9681,Yangon,Member,Male,Home and lifestyle,25.91,6.00,7.77,163.23,Ewallet,155.46,4.76,7.77,8.7
14-01-2020,151-16-1484,Yangon,Member,Male,Electronic accessories,32.25,4.00,6.45,135.45,Ewallet,129.00,4.76,6.45,6.5
15-01-2020,380-94-4661,Naypyitaw,Member,Male,Electronic accessories,65.94,4.00,13.19,276.95,Credit card,263.76,4.76,13.19,6.9
16-01-2020,850-41-9669,Yangon,Normal,Female,Electronic accessories,75.06,9.00,33.78,709.32,Ewallet,675.54,4.76,33.78,6.2
17-01-2020,821-07-3596,Naypyitaw,Normal,Female,Fashion accessories,16.45,4.00,3.29,69.09,Ewallet,65.80,4.76,3.29,5.6
18-01-2020,655-85-5130,Mandalay,Member,Female,Fashion accessories,38.30,4.00,7.66,160.86,Cash,153.20,4.76,7.66,5.7
19-01-2020,447-15-7839,Yangon,Member,Female,Sports and travel,22.24,10.00,11.12,233.52,Cash,222.40,4.76,11.12,4.2
20-01-2020,154-74-7179,Mandalay,Normal,Male,Sports and travel,54.45,1.00,2.72,57.17,Ewallet,54.45,4.76,2.72,7.9
21-01-2020,253-12-6086,Yangon,Member,Female,Sports and travel,98.40,7.00,34.44,723.24,Credit card,688.80,4.76,34.44,8.7
22-01-2020,808-65-0703,Naypyitaw,Normal,Male,Home and lifestyle,35.47,4.00,7.09,148.97,Credit card,141.88,4.76,7.09,6.9
23-01-2020,571-94-0759,Mandalay,Member,Female,Food and beverages,74.60,10.00,37.30,783.30,Cash,746.00,4.76,37.30,9.5
24-01-2020,144-51-6085,Yangon,Member,Male,Home and lifestyle,70.74,4.00,14.15,297.11,Credit card,282.96,4.76,14.15,4.4
25-01-2020,731-14-2199,Yangon,Member,Female,Home and lifestyle,35.54,10.00,17.77,373.17,Ewallet,355.40,4.76,17.77,7.0
26-01-2020,783-09-1637,Mandalay,Normal,Female,Sports and travel,67.43,5.00,16.86,354.01,Ewallet,337.15,4.76,16.86,6.3
27-01-2020,687-15-1097,Naypyitaw,Member,Female,Health and beauty,21.12,2.00,2.11,44.35,Cash,42.24,4.76,2.11,9.7
28-01-2020,126-54-1082,Yangon,Member,Female,Home and lifestyle,21.54,9.00,9.69,203.55,Credit card,193.86,4.76,9.69,8.8
29-01-2020,633-91-1052,Yangon,Normal,Female,Home and lifestyle,12.03,2.00,1.20,25.26,Cash,24.06,4.76,1.20,5.1
30-01-2020,477-24-6490,Mandalay,Normal,Female,Health and beauty,99.71,6.00,29.91,628.17,Ewallet,598.26,4.76,29.91,7.9
31-01-2020,566-19-5475,Mandalay,Normal,Male,Fashion accessories,47.97,7.00,16.79,352.58,Cash,335.79,4.76,16.79,6.2
01-02-2020,526-86-8552,Naypyitaw,Member,Female,Home and lifestyle,21.82,10.00,10.91,229.11,Cash,218.20,4.76,10.91,7.1
02-02-2020,376-56-3573,Naypyitaw,Normal,Female,Fashion accessories,95.42,4.00,19.08,400.76,Ewallet,381.68,4.76,19.08,6.4
03-02-2020,537-72-0426,Naypyitaw,Member,Male,Fashion accessories,70.99,10.00,35.50,745.40,Cash,709.90,4.76,35.50,5.7
04-02-2020,828-61-5674,Yangon,Member,Male,Sports and travel,44.02,10.00,22.01,462.21,Credit card,440.20,4.76,22.01,9.6
05-02-2020,136-08-6195,Yangon,Normal,Female,Home and lifestyle,69.96,8.00,27.98,587.66,Credit card,559.68,4.76,27.98,6.4
06-02-2020,523-38-0215,Naypyitaw,Normal,Male,Home and lifestyle,37.00,1.00,1.85,38.85,Credit card,37.00,4.76,1.85,7.9
07-02-2020,490-29-1201,Yangon,Normal,Female,Sports and travel,15.34,1.00,0.77,16.11,Cash,15.34,4.76,0.77,6.5
08-02-2020,667-92-0055,Yangon,Member,Male,Health and beauty,99.83,6.00,29.95,628.93,Ewallet,598.98,4.76,29.95,8.5
09-02-2020,565-17-3836,Yangon,Member,Female,Health and beauty,47.67,4.00,9.53,200.21,Cash,190.68,4.76,9.53,9.1
10-02-2020,498-41-1961,Mandalay,Normal,Male,Health and beauty,66.68,5.00,16.67,350.07,Cash,333.40,4.76,16.67,7.6
11-02-2020,593-95-4461,Naypyitaw,Member,Male,Home and lifestyle,74.86,1.00,3.74,78.60,Cash,74.86,4.76,3.74,6.9
12-02-2020,226-71-3580,Naypyitaw,Normal,Female,Sports and travel,23.75,9.00,10.69,224.44,Cash,213.75,4.76,10.69,9.5
13-02-2020,283-79-9594,Mandalay,Normal,Female,Food and beverages,48.51,7.00,16.98,356.55,Credit card,339.57,4.76,16.98,5.2
14-02-2020,430-60-3493,Yangon,Member,Female,Home and lifestyle,94.88,7.00,33.21,697.37,Cash,664.16,4.76,33.21,4.2
15-02-2020,139-20-0155,Mandalay,Member,Male,Electronic accessories,40.30,10.00,20.15,423.15,Credit card,403.00,4.76,20.15,7.0
16-02-2020,558-80-4082,Naypyitaw,Normal,Male,Electronic accessories,27.85,7.00,9.75,204.70,Ewallet,194.95,4.76,9.75,6.0
17-02-2020,278-97-7759,Yangon,Member,Female,Electronic accessories,62.48,1.00,3.12,65.60,Cash,62.48,4.76,3.12,4.7
18-02-2020,316-68-6352,Yangon,Member,Female,Food and beverages,36.36,2.00,3.64,76.36,Cash,72.72,4.76,3.64,7.1
19-02-2020,585-03-5943,Mandalay,Normal,Male,Health and beauty,18.11,10.00,9.06,190.16,Ewallet,181.10,4.76,9.06,5.9
20-02-2020,211-05-0490,Naypyitaw,Member,Female,Electronic accessories,51.92,5.00,12.98,272.58,Cash,259.60,4.76,12.98,7.5
21-02-2020,727-75-6477,Naypyitaw,Normal,Male,Electronic accessories,28.84,4.00,5.77,121.13,Cash,115.36,4.76,5.77,6.4
22-02-2020,744-02-5987,Yangon,Member,Male,Home and lifestyle,78.38,6.00,23.51,493.79,Ewallet,470.28,4.76,23.51,5.8
23-02-2020,307-83-9164,Yangon,Member,Male,Home and lifestyle,60.01,4.00,12.00,252.04,Cash,240.04,4.76,12.00,4.5
24-02-2020,779-06-0012,Naypyitaw,Member,Female,Home and lifestyle,88.61,1.00,4.43,93.04,Cash,88.61,4.76,4.43,7.7
25-02-2020,446-47-6729,Naypyitaw,Normal,Male,Fashion accessories,99.82,2.00,9.98,209.62,Credit card,199.64,4.76,9.98,6.7
26-02-2020,573-10-3877,Mandalay,Member,Male,Health and beauty,39.01,1.00,1.95,40.96,Credit card,39.01,4.76,1.95,4.7
27-02-2020,735-06-4124,Naypyitaw,Normal,Male,Food and beverages,48.61,1.00,2.43,51.04,Cash,48.61,4.76,2.43,4.4
28-02-2020,439-54-7422,Yangon,Normal,Female,Electronic accessories,51.19,4.00,10.24,215.00,Credit card,204.76,4.76,10.24,4.7
29-02-2020,396-90-2219,Mandalay,Normal,Female,Electronic accessories,14.96,8.00,5.98,125.66,Cash,119.68,4.76,5.98,8.6
01-03-2020,411-77-0180,Yangon,Member,Male,Electronic accessories,72.20,7.00,25.27,530.67,Ewallet,505.40,4.76,25.27,4.3
02-03-2020,286-01-5402,Yangon,Normal,Female,Sports and travel,40.23,7.00,14.08,295.69,Cash,281.61,4.76,14.08,9.6
03-03-2020,803-17-8013,Yangon,Member,Female,Home and lifestyle,88.79,8.00,35.52,745.84,Cash,710.32,4.76,35.52,4.1
04-03-2020,512-98-1403,Yangon,Member,Female,Electronic accessories,26.48,3.00,3.97,83.41,Ewallet,79.44,4.76,3.97,4.7
05-03-2020,848-42-2560,Yangon,Normal,Female,Fashion accessories,81.91,2.00,8.19,172.01,Cash,163.82,4.76,8.19,7.8
06-03-2020,532-59-7201,Mandalay,Member,Male,Sports and travel,79.93,6.00,23.98,503.56,Cash,479.58,4.76,23.98,5.5
07-03-2020,181-94-6432,Naypyitaw,Member,Male,Fashion accessories,69.33,2.00,6.93,145.59,Ewallet,138.66,4.76,6.93,9.7
08-03-2020,870-76-1733,Yangon,Member,Female,Food and beverages,14.23,5.00,3.56,74.71,Credit card,71.15,4.76,3.56,4.4
09-03-2020,423-64-4619,Yangon,Member,Female,Health and beauty,15.55,9.00,7.00,146.95,Cash,139.95,4.76,7.00,5.0
10-03-2020,227-07-4446,Naypyitaw,Member,Female,Electronic accessories,78.13,10.00,39.07,820.37,Cash,781.30,4.76,39.07,4.4
11-03-2020,174-36-3675,Naypyitaw,Member,Male,Food and beverages,99.37,2.00,9.94,208.68,Cash,198.74,4.76,9.94,5.2
12-03-2020,428-83-5800,Naypyitaw,Member,Female,Food and beverages,21.08,3.00,3.16,66.40,Cash,63.24,4.76,3.16,7.3
13-03-2020,603-07-0961,Naypyitaw,Member,Male,Electronic accessories,74.79,5.00,18.70,392.65,Cash,373.95,4.76,18.70,4.9
14-03-2020,704-20-4138,Naypyitaw,Member,Female,Health and beauty,29.67,7.00,10.38,218.07,Credit card,207.69,4.76,10.38,8.1
15-03-2020,787-15-1757,Naypyitaw,Member,Male,Health and beauty,44.07,4.00,8.81,185.09,Ewallet,176.28,4.76,8.81,8.4
16-03-2020,649-11-3678,Naypyitaw,Normal,Female,Food and beverages,22.93,9.00,10.32,216.69,Cash,206.37,4.76,10.32,5.5
17-03-2020,622-20-1945,Naypyitaw,Normal,Female,Health and beauty,39.42,1.00,1.97,41.39,Cash,39.42,4.76,1.97,8.4
18-03-2020,372-94-8041,Yangon,Normal,Male,Health and beauty,15.26,6.00,4.58,96.14,Ewallet,91.56,4.76,4.58,9.8
19-03-2020,563-91-7120,Yangon,Normal,Female,Fashion accessories,61.77,5.00,15.44,324.29,Cash,308.85,4.76,15.44,6.7
20-03-2020,746-54-5508,Yangon,Normal,Male,Home and lifestyle,21.52,6.00,6.46,135.58,Credit card,129.12,4.76,6.46,9.4
21-03-2020,276-54-0879,Mandalay,Normal,Male,Sports and travel,97.74,4.00,19.55,410.51,Ewallet,390.96,4.76,19.55,6.4
22-03-2020,815-11-1168,Yangon,Member,Male,Food and beverages,99.78,5.00,24.95,523.85,Cash,498.90,4.76,24.95,5.4
23-03-2020,719-76-3868,Naypyitaw,Member,Male,Food and beverages,94.26,4.00,18.85,395.89,Cash,377.04,4.76,18.85,8.6
24-03-2020,730-61-8757,Mandalay,Member,Male,Health and beauty,51.13,4.00,10.23,214.75,Credit card,204.52,4.76,10.23,4.0
25-03-2020,340-66-0321,Yangon,Member,Male,Electronic accessories,36.36,4.00,7.27,152.71,Cash,145.44,4.76,7.27,7.6
26-03-2020,868-81-1752,Mandalay,Normal,Male,Home and lifestyle,22.02,9.00,9.91,208.09,Cash,198.18,4.76,9.91,6.8
27-03-2020,634-97-8956,Yangon,Normal,Male,Food and beverages,32.90,3.00,4.94,103.64,Credit card,98.70,4.76,4.94,9.1
28-03-2020,566-71-1091,Yangon,Normal,Male,Fashion accessories,77.02,5.00,19.26,404.36,Cash,385.10,4.76,19.26,5.5
29-03-2020,442-48-3607,Yangon,Member,Male,Food and beverages,23.48,2.00,2.35,49.31,Credit card,46.96,4.76,2.35,7.9
30-03-2020,835-16-0096,Naypyitaw,Member,Male,Sports and travel,14.70,5.00,3.68,77.18,Ewallet,73.50,4.76,3.68,8.5
31-03-2020,527-09-6272,Yangon,Member,Female,Electronic accessories,28.45,5.00,7.11,149.36,Credit card,142.25,4.76,7.11,9.1
01-04-2020,898-04-2717,Yangon,Normal,Male,Fashion accessories,76.40,9.00,34.38,721.98,Ewallet,687.60,4.76,34.38,7.5
02-04-2020,692-27-8933,Mandalay,Normal,Female,Sports and travel,57.95,6.00,17.39,365.09,Cash,347.70,4.76,17.39,5.2
03-04-2020,633-09-3463,Naypyitaw,Normal,Female,Electronic accessories,47.65,3.00,7.15,150.10,Credit card,142.95,4.76,7.15,9.5
04-04-2020,374-17-3652,Mandalay,Member,Female,Food and beverages,42.82,9.00,19.27,404.65,Credit card,385.38,4.76,19.27,8.9
05-04-2020,378-07-7001,Mandalay,Member,Male,Electronic accessories,48.09,3.00,7.21,151.48,Credit card,144.27,4.76,7.21,7.8
06-04-2020,433-75-6987,Mandalay,Member,Female,Health and beauty,55.97,7.00,19.59,411.38,Ewallet,391.79,4.76,19.59,8.9
07-04-2020,873-95-4984,Mandalay,Member,Female,Health and beauty,76.90,7.00,26.92,565.22,Cash,538.30,4.76,26.92,7.7
08-04-2020,416-13-5917,Naypyitaw,Normal,Female,Food and beverages,97.03,5.00,24.26,509.41,Ewallet,485.15,4.76,24.26,9.3
09-04-2020,150-89-8043,Yangon,Normal,Male,Sports and travel,44.65,3.00,6.70,140.65,Cash,133.95,4.76,6.70,6.2
10-04-2020,135-84-8019,Yangon,Normal,Female,Fashion accessories,77.93,9.00,35.07,736.44,Ewallet,701.37,4.76,35.07,7.6
11-04-2020,441-94-7118,Yangon,Member,Male,Electronic accessories,71.95,1.00,3.60,75.55,Cash,71.95,4.76,3.60,7.3
12-04-2020,725-96-3778,Naypyitaw,Member,Female,Home and lifestyle,89.25,8.00,35.70,749.70,Cash,714.00,4.76,35.70,4.7
13-04-2020,531-80-1784,Yangon,Normal,Male,Electronic accessories,26.02,7.00,9.11,191.25,Cash,182.14,4.76,9.11,5.1
14-04-2020,400-45-1220,Mandalay,Normal,Female,Health and beauty,13.50,10.00,6.75,141.75,Credit card,135.00,4.76,6.75,4.8
15-04-2020,860-79-0874,Naypyitaw,Member,Female,Fashion accessories,99.30,10.00,49.65,1042.65,Credit card,993.00,4.76,49.65,6.6
16-04-2020,834-61-8124,Yangon,Normal,Male,Electronic accessories,51.69,7.00,18.09,379.92,Cash,361.83,4.76,18.09,5.5
17-04-2020,115-99-4379,Mandalay,Member,Female,Fashion accessories,54.73,7.00,19.16,402.27,Credit card,383.11,4.76,19.16,8.5
18-04-2020,565-67-6697,Mandalay,Member,Male,Home and lifestyle,27.00,9.00,12.15,255.15,Cash,243.00,4.76,12.15,4.8
19-04-2020,320-49-6392,Naypyitaw,Normal,Female,Electronic accessories,30.24,1.00,1.51,31.75,Cash,30.24,4.76,1.51,8.4
20-04-2020,889-04-9723,Mandalay,Member,Female,Food and beverages,89.14,4.00,17.83,374.39,Credit card,356.56,4.76,17.83,7.8
21-04-2020,632-90-0281,Naypyitaw,Normal,Female,Fashion accessories,37.55,10.00,18.78,394.28,Credit card,375.50,4.76,18.78,9.3
22-04-2020,554-42-2417,Naypyitaw,Normal,Female,Sports and travel,95.44,10.00,47.72,1002.12,Cash,954.40,4.76,47.72,5.2
23-04-2020,453-63-6187,Mandalay,Normal,Male,Electronic accessories,27.50,3.00,4.13,86.63,Ewallet,82.50,4.76,4.13,6.5
24-04-2020,578-80-7669,Mandalay,Normal,Male,Sports and travel,74.97,1.00,3.75,78.72,Cash,74.97,4.76,3.75,5.6
25-04-2020,612-36-5536,Yangon,Member,Male,Food and beverages,80.96,8.00,32.38,680.06,Credit card,647.68,4.76,32.38,7.4
26-04-2020,605-72-4132,Naypyitaw,Normal,Female,Food and beverages,94.47,8.00,37.79,793.55,Cash,755.76,4.76,37.79,9.1
27-04-2020,471-41-2823,Naypyitaw,Normal,Male,Food and beverages,99.79,2.00,9.98,209.56,Ewallet,199.58,4.76,9.98,8.0
28-04-2020,462-67-9126,Yangon,Normal,Male,Home and lifestyle,73.22,6.00,21.97,461.29,Cash,439.32,4.76,21.97,7.2
29-04-2020,272-27-9238,Naypyitaw,Normal,Female,Food and beverages,41.24,4.00,8.25,173.21,Cash,164.96,4.76,8.25,7.1
30-04-2020,834-25-9262,Naypyitaw,Normal,Female,Fashion accessories,81.68,4.00,16.34,343.06,Cash,326.72,4.76,16.34,9.1
01-05-2020,122-61-9553,Naypyitaw,Normal,Female,Electronic accessories,51.32,9.00,23.09,484.97,Cash,461.88,4.76,23.09,5.6
02-05-2020,468-88-0009,Yangon,Member,Male,Home and lifestyle,65.94,4.00,13.19,276.95,Cash,263.76,4.76,13.19,6.0
03-05-2020,613-59-9758,Naypyitaw,Normal,Female,Sports and travel,14.36,10.00,7.18,150.78,Cash,143.60,4.76,7.18,5.4
04-05-2020,254-31-0042,Yangon,Member,Male,Electronic accessories,21.50,9.00,9.68,203.18,Credit card,193.50,4.76,9.68,7.8
05-05-2020,201-86-2184,Mandalay,Member,Female,Electronic accessories,26.26,7.00,9.19,193.01,Cash,183.82,4.76,9.19,9.9
06-05-2020,261-12-8671,Mandalay,Normal,Female,Fashion accessories,60.96,2.00,6.10,128.02,Credit card,121.92,4.76,6.10,4.9
07-05-2020,730-70-9830,Naypyitaw,Normal,Female,Home and lifestyle,70.11,6.00,21.03,441.69,Ewallet,420.66,4.76,21.03,5.2
08-05-2020,382-25-8917,Naypyitaw,Normal,Male,Fashion accessories,42.08,6.00,12.62,265.10,Cash,252.48,4.76,12.62,8.9
09-05-2020,422-29-8786,Yangon,Normal,Female,Home and lifestyle,67.09,5.00,16.77,352.22,Credit card,335.45,4.76,16.77,9.1
10-05-2020,667-23-5919,Yangon,Member,Female,Fashion accessories,96.70,5.00,24.18,507.68,Ewallet,483.50,4.76,24.18,7.0
11-05-2020,843-01-4703,Mandalay,Member,Female,Home and lifestyle,35.38,9.00,15.92,334.34,Credit card,318.42,4.76,15.92,9.6
12-05-2020,743-88-1662,Naypyitaw,Normal,Male,Sports and travel,95.49,7.00,33.42,701.85,Ewallet,668.43,4.76,33.42,8.7
13-05-2020,595-86-2894,Naypyitaw,Member,Male,Fashion accessories,96.98,4.00,19.40,407.32,Ewallet,387.92,4.76,19.40,9.4
14-05-2020,182-69-8360,Mandalay,Normal,Female,Electronic accessories,23.65,4.00,4.73,99.33,Credit card,94.60,4.76,4.73,4.0
15-05-2020,289-15-7034,Yangon,Member,Male,Sports and travel,82.33,4.00,16.47,345.79,Credit card,329.32,4.76,16.47,7.5
16-05-2020,462-78-5240,Naypyitaw,Normal,Female,Electronic accessories,26.61,2.00,2.66,55.88,Cash,53.22,4.76,2.66,4.2
17-05-2020,868-52-7573,Mandalay,Normal,Female,Food and beverages,99.69,5.00,24.92,523.37,Cash,498.45,4.76,24.92,9.9
18-05-2020,153-58-4872,Naypyitaw,Member,Female,Food and beverages,74.89,4.00,14.98,314.54,Ewallet,299.56,4.76,14.98,4.2
19-05-2020,662-72-2873,Yangon,Normal,Female,Food and beverages,40.94,5.00,10.24,214.94,Ewallet,204.70,4.76,10.24,9.9
20-05-2020,525-88-7307,Mandalay,Member,Male,Sports and travel,75.82,1.00,3.79,79.61,Cash,75.82,4.76,3.79,5.8
21-05-2020,689-16-9784,Naypyitaw,Normal,Male,Food and beverages,46.77,6.00,14.03,294.65,Cash,280.62,4.76,14.03,6.0
22-05-2020,725-56-0833,Yangon,Normal,Female,Health and beauty,32.32,10.00,16.16,339.36,Credit card,323.20,4.76,16.16,10.0
